KIC,gmag,gmag_err,kmag,kmag_err,parallax,parallax_err,feh,feh_err,RUWE,num_gaia_companions,Kmag_final_prov,evstate,iso_mass,iso_mass_err1,iso_mass_err2,iso_teff,iso_teff_err1,iso_teff_err2,iso_logg,iso_logg_err1,iso_logg_err2,iso_feh,iso_feh_err1,iso_feh_err2,iso_rad,iso_rad_err1,iso_rad_err2,iso_rho,iso_rho_err1,iso_rho_err2,iso_lum,iso_lum_err1,iso_lum_err2,iso_age,unReAgeFlag,iso_age_err1,iso_age_err2,iso_dis,iso_dis_err1,iso_dis_err2,iso_avs,iso_gof,TAMS,DAI_cdpp3,DAI_cdpp6,DAI_cdpp12,DAI_std_vra,DAI_std_vdec,DAI_mean_vra,DAI_mean_vdec,DAI_sigma_vra,DAI_sigma_vdec,DAI_ra_gaia,DAI_dec_gaia,DAI_parallax,DAI_parallax_error,DAI_pmra,DAI_pmra_error,DAI_pmdec,DAI_pmdec_error,dutycycle,dutycycle_post,dataspan,dataspan_post,B2018_teff,B2018_teffe,B2018_dis,B2018_disep,B2018_disem,B2018_rad,B2018_radep,B2018_radem,B2018_avs,B2018_evState,B2018_binaryFlag,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,iso_koi_prad,iso_semi_major_axis,iso_koi_teq,q,vec2D
6266741,14.9147,0.0201,12.677,0.024,1.3551,0.0198,0.385,0.15,1.0603,0,nan,nan,1.04,0.044,-0.057,5563.3,91.0,-95.9,4.452,0.025,-0.033,0.326,0.119,-0.128,1.001,0.023,-0.021,0.011,-1.115,-1.042,-0.061,-1.15,-1.141,2.91,nan,3.23,-1.95,735.6,17.9,-16.3,0.266,1.0,10.43,110.058,83.413,65.115,26.2631218665268,39.8018289370561,-4.82620969220409,-15.4501896218663,0.5138206152682929,1.47360779001815,284.52119746749,41.629656171609994,1.3251,0.0198,2.423,0.036000000000000004,12.076,0.042,0.691,0.6271,1425.884,1425.454,5573,111,738.4580000000002,10.84,10.558,1.004,0.045,0.043,0.197,0,,CONFIRMED,CANDIDATE,1.0,16.6658994,2.97e-05,-2.97e-05,180.20215,0.00145,-0.00145,0.429,0.042,-0.399,4.1934,0.0544,-0.0544,754.2,13.4,-13.4,2.85,0.44,-0.16,702.0,nan,nan,57.31,24.71,-10.15,60.8,2.76206425469967,0.129369331042987,682.561298810145,1.5195311499115816,43.08249000588788
6267425,16.9216,0.0209,13.812,0.044,1.1377,0.0404,nan,nan,0.9945,0,nan,nan,0.773,0.041,-0.038,4860.4,90.7,-84.8,4.5539999999999985,0.033,-0.033,0.033,0.129,-0.12,0.7659999999999999,0.026,-0.025,0.23,-0.746,-0.777,-0.529,-1.48,-1.53,9.84,*,6.38,-6.31,869.9,33.3,-32.4,0.279,1.0,26.04,360.454,292.052,255.449,26.8704364606429,40.3400422041741,-5.66320981769489,-18.0699199008732,1.20412573513724,0.796867963245932,284.8693283127201,41.67921800007,1.1077,0.0404,6.237,0.068,3.289,0.073,0.6867,0.5334,1387.625,1387.625,4962,174,882.59,32.319,30.193,0.77,0.066,0.059,0.18600000000000005,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.166465862,2.222e-06,-2.222e-06,172.002627,0.000586,-0.000586,1.266,6.924,-0.102,2.9381,0.0327,-0.0327,4357.2,44.4,-44.4,26.82,2.48,-2.74,954.0,nan,nan,196.31,67.72,-54.73,122.1,29.1516343413242,0.038729695885875,953.3934445391161,1.3137320205585232,29.37690606964673
6272413,16.313,0.0204,13.319,0.034,1.3754,0.0259,nan,nan,1.01,0,nan,nan,0.8029999999999999,0.043,-0.046,5039.1,99.2,-91.1,4.544,0.032,-0.035,-0.012,0.13,-0.128,0.7909999999999999,0.02,-0.02,0.206,-0.812,-0.823,-0.4370000000000001,-1.495,-1.54,7.89,*,6.74,-5.26,726.1,19.7,-18.9,0.434,1.0,21.98,194.847,145.799,110.114,24.3892319155295,37.0556971880954,-3.31503954529482,-14.6838501232045,0.382295379695433,1.1040965056826102,287.27261167092,41.63560085765,1.3454,0.0259,-3.587,0.046,7.444,0.047,0.8728,0.8293,1458.931,1458.931,5083,178,727.904,13.838,13.366,0.785,0.061,0.055,0.285,0,,CONFIRMED,CANDIDATE,1.0,4.89721006,1.996e-05,-1.996e-05,133.39852,0.00331,-0.00331,0.66,0.001,-0.516,1.812,0.1,-0.1,274.4,19.5,-19.5,1.48,0.18,-0.18,904.0,nan,nan,157.93,67.81,-49.69,16.9,1.3794351947445198,0.052457233841370986,863.0706213649249,1.3640081973235396,28.47705930690108
6276477,15.608,0.0202,13.140999999999998,0.033,1.2932,0.0218,nan,nan,1.0406,0,nan,nan,0.878,0.052000000000000005,-0.061,5391.5,103.4,-100.8,4.499,0.035,-0.045,-0.018000000000000002,0.135,-0.15,0.871,0.024,-0.023,0.119,-0.856,-0.8140000000000001,-0.236,-1.318,-1.366,6.16,nan,5.75,-4.07,772.3,20.1,-19.9,0.31,1.0,15.87,165.58599999999996,127.522,106.479,25.9918268136379,38.514639614233104,-4.29010558216594,-15.872860857014,0.853915772950731,0.937905736165313,288.99418001327,41.6333124616,1.2632,0.0218,4.771,0.039,5.396,0.043,0.8733,0.8352,1458.931,1458.931,5507,193,773.9810000000001,13.140999999999998,12.744000000000002,0.856,0.066,0.06,0.108,0,,CONFIRMED,CANDIDATE,1.0,10.35533116,2.087e-05,-2.087e-05,170.93729,0.0016,-0.0016,0.029,0.429,-0.029,3.1775,0.0602,-0.0602,750.6,17.4,-17.4,2.47,0.59,-0.31,777.0,nan,nan,86.22,62.02,-27.32,49.2,2.34416617296687,0.08903112927819501,743.7989378670239,1.10874237910012,26.400339970903676
6276994,14.9704,0.0201,12.832,0.028,0.7929,0.0195,nan,nan,1.0453,0,nan,nan,1.048,0.096,-0.07400000000000001,5706.5,114.6,-115.2,4.061,0.056,-0.046,0.037000000000000005,0.17,-0.168,1.571,0.054000000000000006,-0.051,-0.575,-1.371,-1.474,0.375,-0.6829999999999999,-0.723,8.29,nan,1.8,-2.26,1252.9,39.3,-38.6,0.248,1.0,8.47,106.783,85.17299999999999,74.352,26.381337051020196,41.246719143778,-10.0205575525599,-28.504819048294202,1.6051177668836698,1.39251406935394,289.17763202887,41.69517410418,0.7629,0.0195,5.202000000000001,0.032,4.6560000000000015,0.033,0.8733,0.6109,1458.931,1458.747,6245,219,1263.423,31.574,30.152,1.515,0.12,0.108,0.222,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.10601182,1.049e-05,-1.049e-05,131.83598999999998,0.00927,-0.00927,0.532,0.425,-0.317,2.577,0.266,-0.266,52.9,4.5,-4.5,0.77,0.27,-0.08,1903.0,nan,nan,3093.39,3096.97,-981.33,15.5,1.17894977124849,0.021259905110557,2163.64029515082,1.8406727626801882,41.73484978791864
6277410,16.0739,0.0203,13.671,0.041,0.9668,0.0291,nan,nan,1.0591,0,nan,nan,0.889,0.059,-0.063,5434.3,106.1,-102.4,4.47,0.044,-0.051,0.001,0.139,-0.153,0.904,0.034,-0.032,0.073,-0.7859999999999999,-0.792,-0.189,-1.187,-1.232,7.2,nan,5.64,-4.52,1029.7,38.7,-36.5,0.279,1.0,15.38,210.615,161.74,137.404,26.083202122016395,38.9578867711749,-6.54015496107079,-23.2136411127252,1.3052126498083705,0.5970787484128199,289.33545135798,41.683384366750005,0.9368,0.0291,-8.02,0.048,-9.184,0.055,0.8737,0.8452,1458.931,1458.931,5755,201,1037.27,31.955,30.18,0.885,0.073,0.066,0.19,0,,CANDIDATE,CANDIDATE,0.851,6.32589574,6.033e-05,-6.033e-05,133.27081,0.00688,-0.00688,0.181,0.279,-0.181,1.383,0.267,-0.267,192.5,27.5,-27.5,1.14,0.31,-0.1,901.0,nan,nan,156.27,126.86,-39.45,8.8,1.25484772781863,0.06436498251125701,898.278086514922,1.4102827634214934,59.77889763780057
6285397,16.8669,0.0209,13.758,0.049,1.5724,0.0334,nan,nan,0.9777,0,nan,nan,0.628,0.026,-0.024,4557.3,83.0,-77.6,4.669,0.02,-0.021,-0.38,0.133,-0.134,0.606,0.02,-0.019,0.445,-0.6609999999999999,-0.708,-0.843,-1.878,-1.923,6.07,*,7.72,-4.61,648.5,22.6,-22.2,0.031,1.0,39.18,289.964,216.5,161.942,23.9418545048418,37.58028939364209,-3.11939990965339,-13.8659654241875,0.024271101787901,1.56262711248064,291.92297851549,41.63059406961,1.5424,0.0334,-1.204,0.062,-23.618,0.057,0.8733,0.6888,1458.931,1458.277,4631,162,636.936,13.699000000000002,13.17,0.59,0.047,0.043,0.122,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.2438269,0.00016319999999999998,-0.00016319999999999998,132.6874,0.0293,-0.0293,0.228,0.26,-0.228,8.235,0.998,-0.998,128.6,14.2,-14.2,0.76,0.05,-0.07,743.0,nan,nan,72.18,20.18,-19.1,11.3,0.6654315252818239,0.050584775630195,695.731752157465,1.813921500521812,71.28891535974068
6287313,15.8784,0.0202,13.877,0.054000000000000006,0.6054,0.0288,0.041,0.15,0.899,0,nan,nan,1.081,0.07200000000000001,-0.075,5922.6,118.3,-112.2,4.276,0.056,-0.056,0.041,0.149,-0.131,1.24,0.073,-0.068,-0.261,-0.966,-1.05,0.236,-0.643,-0.6990000000000001,5.02,nan,2.45,-2.08,1631.4,94.0,-87.4,0.31,1.0,7.55,201.529,152.352,120.772,28.7604845355544,41.3089474149895,-13.2101451941538,-36.579715192103,1.39436821443127,0.194063391049724,292.54747531776,41.642922110940006,0.5754,0.0288,-6.471,0.048,-5.4129999999999985,0.061,0.8734,0.8164,1458.931,1458.931,6083,213,1661.983,82.73200000000001,75.44800000000002,1.246,0.116,0.104,0.16899999999999998,0,,CONFIRMED,CANDIDATE,0.995,10.62788695,8.221e-05,-8.221e-05,137.81843,0.00608,-0.00608,0.473,0.33,-0.32299999999999995,4.5760000000000005,0.172,-0.172,326.7,16.9,-16.9,1.87,0.6,-0.21,872.0,nan,nan,136.34,131.16,-43.22,22.6,2.28891528260767,0.09708993956954598,933.5636585819819,1.6334439810363102,66.05380848570917
6291653,15.9698,0.0203,13.492,0.041,1.0101,0.0294,0.246,0.15,1.0201,0,nan,nan,0.959,0.052000000000000005,-0.06,5422.3,98.4,-98.3,4.467,0.036000000000000004,-0.046,0.221,0.126,-0.132,0.944,0.034,-0.031,0.052000000000000005,-0.8809999999999999,-0.845,-0.156,-1.169,-1.203,5.04,nan,4.74,-3.33,989.7,35.6,-33.9,0.341,1.0,13.32,181.979,135.025,103.177,25.881010616194402,37.5558182323824,-7.10546037413308,-21.8978374179528,0.8415580905418449,0.3077672318805589,293.87810405093,41.66172445068,0.9801,0.0294,3.034,0.051,-6.917000000000002,0.049,0.8737,0.8440000000000001,1458.931,1458.931,5389,189,992.646,29.535,27.95,0.954,0.078,0.071,0.196,0,,CONFIRMED,CANDIDATE,0.999,10.526294577,1.783e-06,-1.783e-06,176.52246200000005,0.000136,-0.000136,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9768.0,26.4,-26.4,8.24,1.48,-0.8,713.0,nan,nan,61.16,34.56,-16.93,482.3,9.79669336234929,0.092695275050756,763.2179016488541,1.1665222544745624,35.44393783885289
6342333,14.6781,0.0201,12.735,0.032,1.6368,0.0208,-0.22,0.15,1.1079,0,nan,nan,0.8590000000000001,0.03,-0.038,5643.8,92.1,-91.0,4.556,0.02,-0.03,-0.321,0.109,-0.119,0.809,0.019,-0.018000000000000002,0.207,-0.963,-0.882,-0.222,-1.3330000000000002,-1.369,2.56,nan,3.27,-1.78,614.2,14.0,-14.0,0.093,1.0,13.68,130.667,99.486,78.658,25.8124922219545,37.14802738358321,-2.90554910082573,-11.010036116157401,1.4733209627317398,0.510609215507594,282.86314190500997,41.79663324416,1.6068,0.0208,-13.875,0.037000000000000005,-10.161,0.032,0.691,0.6865,1425.884,1425.884,5438,109,611.27,7.787000000000001,7.614,0.8240000000000001,0.038,0.036000000000000004,0.107,0,,CANDIDATE,CANDIDATE,0.968,80.2321467,0.0003914,-0.0003914,162.39301,0.004220000000000001,-0.004220000000000001,0.911,0.024,-0.622,4.6560000000000015,0.128,-0.128,888.7,40.6,-40.6,3.24,0.38,-0.19,380.0,nan,nan,4.91,1.59,-0.81,24.9,2.94510291270127,0.346070338896411,380.60237562979796,1.582862450921508,49.80277923498078
6346809,15.5005,0.0201,13.186,0.026,1.3684,0.0236,-0.266,0.15,1.1004,0,nan,nan,0.821,0.042,-0.05,5488.8,102.9,-98.7,4.543,0.031,-0.041,-0.31,0.122,-0.129,0.802,0.02,-0.019,0.199,-0.8370000000000001,-0.77,-0.278,-1.372,-1.443,5.18,nan,5.56,-3.51,730.9,18.0,-17.3,0.279,1.0,16.14,160.393,122.378,98.721,25.9271345676566,39.6201118783779,-4.7551488728741695,-15.1165710204742,0.7517070951854721,0.6674332367228321,285.09868380794,41.775932092649995,1.3384,0.0236,-6.845,0.041,3.198,0.047,0.6909,0.6798,1425.884,1425.884,5652,198,731.487,12.712,12.318,0.7879999999999999,0.06,0.055,0.179,0,,CANDIDATE,CANDIDATE,1.0,17.57704569,5.589e-05,-5.589e-05,137.73116000000002,0.00262,-0.00262,1.25,6.791,-0.006,2.022,0.141,-0.141,670.0,42.0,-42.0,27.21,6.98,-3.74,673.0,nan,nan,48.33,37.5,-16.1,19.1,24.1950107731142,0.12388327811458,615.979209134107,1.3301986225430544,26.170494796266574
6347299,14.3122,0.02,12.481,0.025,1.4574,0.0149,0.065,0.15,0.9456,0,nan,nan,1.029,0.038,-0.051,5902.9,96.8,-95.0,4.457,0.02,-0.03,-0.031,0.111,-0.118,0.992,0.021,-0.02,0.02,-1.17,-1.0759999999999998,0.033,-1.127,-1.17,1.81,nan,2.25,-1.24,687.5,14.0,-13.9,0.18600000000000005,1.0,8.7,96.881,81.077,74.407,24.952946916882702,38.678588107775795,-3.82831329565561,-12.865671397099801,0.332642867063208,1.24495963027471,285.34716196057,41.76184497839,1.4274,0.0149,-3.652,0.027000000000000003,-18.373,0.029,0.6908,0.6474,1425.884,1425.434,5877,118,686.378,7.015,6.893,0.991,0.043,0.041,0.108,0,,CONFIRMED,CANDIDATE,1.0,14.40090414,4.043e-05,-4.043e-05,174.98963999999995,0.00228,-0.00228,0.872,0.036000000000000004,-0.615,4.1682,0.0696,-0.0696,379.6,10.3,-10.3,2.71,0.4,-0.45,828.0,nan,nan,111.24,46.41,-39.78,41.1,2.2408998642228903,0.116949763158257,758.279642337861,1.2886760303006504,60.924767439533355
6347299,14.3122,0.02,12.481,0.025,1.4574,0.0149,0.065,0.15,0.9456,0,nan,nan,1.029,0.038,-0.051,5902.9,96.8,-95.0,4.457,0.02,-0.03,-0.031,0.111,-0.118,0.992,0.021,-0.02,0.02,-1.17,-1.0759999999999998,0.033,-1.127,-1.17,1.81,nan,2.25,-1.24,687.5,14.0,-13.9,0.18600000000000005,1.0,8.7,96.881,81.077,74.407,24.952946916882702,38.678588107775795,-3.82831329565561,-12.865671397099801,0.332642867063208,1.24495963027471,285.34716196057,41.76184497839,1.4274,0.0149,-3.652,0.027000000000000003,-18.373,0.029,0.6908,0.6474,1425.884,1425.434,5877,118,686.378,7.015,6.893,0.991,0.043,0.041,0.108,0,,CONFIRMED,CANDIDATE,0.959,25.6613816,0.0003178,-0.0003178,155.13806,0.00765,-0.00765,0.8640000000000001,0.076,-0.63,4.459,0.247,-0.247,166.5,12.7,-12.7,1.78,0.27,-0.29,683.0,nan,nan,51.48,21.48,-18.41,14.6,1.47416802270269,0.171893529967563,625.459660468253,1.2886760303006504,60.924767439533355
6351097,15.0364,0.0201,12.871,0.028,1.5138,0.0168,-0.369,0.15,1.0257,0,nan,nan,0.852,0.037000000000000005,-0.046,5728.4,109.2,-107.1,4.538,0.026,-0.036000000000000004,-0.413,0.12,-0.134,0.8220000000000001,0.018000000000000002,-0.017,0.183,-0.914,-0.8390000000000001,-0.183,-1.261,-1.349,3.59,nan,4.0,-2.42,660.9,14.2,-13.8,0.349,1.0,13.08,113.243,87.90899999999998,73.043,24.961366161440505,38.005985226183,-3.13105900115027,-12.2397919601767,1.33829906238789,0.032611194690229,287.1383299264,41.777673685399996,1.4838,0.0168,9.476,0.031,-4.2189999999999985,0.035,0.8736,0.8467,1458.931,1458.931,5755,201,660.8480000000002,7.338999999999999,7.198,0.815,0.061,0.056,0.206,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.49117388,7.771e-05,-7.771e-05,136.31491,0.00471,-0.00471,0.747,0.209,-0.522,2.8480000000000003,0.161,-0.161,189.9,13.3,-13.3,1.36,0.36,-0.16,763.0,nan,nan,80.08,61.35,-24.58,17.0,1.22664908631097,0.099881046241181,724.828917102348,1.4551523193864582,32.47917216200651
6362874,14.0464,0.02,11.774,0.021,2.5094,0.0133,-0.038,0.15,0.9317,0,nan,nan,0.84,0.052000000000000005,-0.053,5264.5,92.2,-86.7,4.508,0.036000000000000004,-0.038,-0.039,0.13,-0.129,0.843,0.017,-0.016,0.142,-0.851,-0.879,-0.305,-1.507,-1.537,7.84,nan,5.86,-4.81,397.9,7.0,-6.8,0.002,1.0,18.27,63.503,48.565,38.587,25.433032542367894,36.049303272626794,-1.01031739272358,-6.62697688211046,0.326162374497634,1.16805388011606,291.43327806941,41.7033162343,2.4794,0.0133,-4.867,0.023,-25.489,0.024,0.8732,0.6717,1458.931,1458.727,5354,107,398.535,2.101,2.085,0.8420000000000001,0.036000000000000004,0.034,0.118,0,,CONFIRMED,CANDIDATE,1.0,0.974868896,7.66e-07,-7.66e-07,133.07626499999998,0.000644,-0.000644,0.12,0.331,-0.12,1.6191,0.0233,-0.0233,197.6,2.9,-2.9,1.16,0.12,-0.06,1612.0,nan,nan,1605.87,524.72,-273.88,82.6,1.16925375450369,0.018154806320299,1582.2784569130704,1.2738488293867407,49.015961474171995
6364162,15.6253,0.0202,13.484000000000002,0.037000000000000005,0.6905,0.0218,nan,nan,0.9409,0,nan,nan,1.025,0.085,-0.079,5771.6,114.6,-113.0,4.1960000000000015,0.048,-0.051,0.025,0.16399999999999998,-0.16699999999999998,1.331,0.054000000000000006,-0.052000000000000005,-0.369,-1.181,-1.231,0.251,-0.748,-0.785,8.02,nan,2.74,-2.62,1437.4,56.6,-53.5,0.31,1.0,9.17,154.515,114.596,87.736,27.194318963572,41.01289980529671,-12.0669450935358,-34.054035808104,1.45705233535212,0.09935165224506097,291.85893094403997,41.72847618746,0.6605,0.0218,-7.202000000000001,0.038,-4.177,0.043,0.8731,0.5476,1458.931,1456.151,6197,217,1452.3,46.988,44.25,1.293,0.107,0.097,0.163,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.24364571,6.172e-05,-6.172e-05,132.7242,0.0113,-0.0113,1.2009999999999998,0.96,-0.001,16.984,0.418,-0.418,270.4,6.9,-6.9,25.01,8.05,-3.46,1149.0,nan,nan,411.58,403.62,-150.61,45.6,31.4866340633261,0.059556782990928,1203.44831958128,1.7406564320172557,57.15205119954382
6364215,16.2273,0.0204,14.076,0.059,0.6384,0.0304,0.388,0.15,0.9649,0,nan,nan,1.12,0.049,-0.055,5787.6,102.3,-97.1,4.396,0.037000000000000005,-0.047,0.32,0.118,-0.131,1.104,0.056,-0.049,-0.09,-0.95,-0.94,0.094,-0.782,-0.845,2.26,nan,2.29,-1.51,1572.0,83.0,-73.2,0.371,1.0,7.86,208.397,151.789,110.381,29.994431933014607,42.3405108785875,-14.5934343140217,-38.3191733896888,0.560054973405715,1.2407483188905,291.87799992963,41.76951589933,0.6084,0.0304,0.28300000000000003,0.051,-11.66,0.053,0.8737,0.4942,1420.672,1419.241,5814,203,1576.322,78.577,71.643,1.113,0.105,0.094,0.3,0,,CANDIDATE,CANDIDATE,0.972,2.10081629,1.482e-05,-1.482e-05,132.26789,0.00498,-0.00498,0.979,0.024,-0.703,2.8182,0.0914,-0.0914,169.1,12.5,-12.5,1.65,0.49,-0.2,1378.0,nan,nan,852.78,768.81,-282.51,15.3,1.981516254684,0.033337454847522006,1469.0095943500198,1.87331735503398,86.59880390629752
6364215,16.2273,0.0204,14.076,0.059,0.6384,0.0304,0.388,0.15,0.9649,0,nan,nan,1.12,0.049,-0.055,5787.6,102.3,-97.1,4.396,0.037000000000000005,-0.047,0.32,0.118,-0.131,1.104,0.056,-0.049,-0.09,-0.95,-0.94,0.094,-0.782,-0.845,2.26,nan,2.29,-1.51,1572.0,83.0,-73.2,0.371,1.0,7.86,208.397,151.789,110.381,29.994431933014607,42.3405108785875,-14.5934343140217,-38.3191733896888,0.560054973405715,1.2407483188905,291.87799992963,41.76951589933,0.6084,0.0304,0.28300000000000003,0.051,-11.66,0.053,0.8737,0.4942,1420.672,1419.241,5814,203,1576.322,78.577,71.643,1.113,0.105,0.094,0.3,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.2438528,0.000139,-0.000139,132.6659,0.0271,-0.0271,0.583,0.384,-0.378,10.539,0.5660000000000001,-0.5660000000000001,135.8,8.8,-8.8,1.11,0.33,-0.13,1016.0,nan,nan,251.99,227.17,-83.48,17.8,1.3316078240228302,0.061344276824228,1082.93858281992,1.87331735503398,86.59880390629752
6364276,16.6645,0.0207,12.441,0.021,2.8772,0.0281,nan,nan,1.0854,0,nan,nan,0.632,0.016,-0.015,4156.3,47.8,-73.4,4.613,0.031,-0.019,0.114,0.118,-0.117,0.645,0.02,-0.023,0.363,-0.603,-0.782,-0.954,-1.984,-2.008,10.94,*,6.07,-6.98,339.9,14.2,-13.9,0.0,1.0,52.99,169.266,124.934,92.634,22.8571869577502,36.622550257278206,0.536750979522243,-3.65394346118578,0.55268937838362,1.18370979085603,291.89889870893995,41.744377509559996,2.8472,0.0281,-7.265,0.045,-28.231,0.047,0.8731,0.5551,1458.931,1456.151,4195,147,347.672,3.393,3.337,0.636,0.047,0.043,0.08800000000000001,0,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.24368302,7.926e-05,-7.926e-05,132.7109,0.014,-0.014,0.006,0.411,-0.006,10.873,0.326,-0.326,225.4,7.1,-7.1,0.91,0.06,-0.08,654.0,nan,nan,43.13,11.79,-12.29,36.9,0.934374915178501,0.050691019824823,653.926651743231,1.2471280217654075,48.02406096495682
6368905,16.5408,0.0206,13.811,0.056,1.0341,0.0441,nan,nan,1.0091,0,nan,nan,0.8140000000000001,0.047,-0.045,5086.4,94.5,-87.9,4.518,0.043,-0.043,0.019,0.136,-0.132,0.818,0.035,-0.033,0.16399999999999998,-0.693,-0.731,-0.392,-1.2990000000000002,-1.358,9.59,*,6.23,-6.01,957.5,44.3,-42.2,0.217,1.0,21.34,280.65,216.002,177.929,26.4302278756086,37.885532976669204,-6.686415207446308,-20.063195042679602,0.6411449210861,0.961103782369738,293.3647632882,41.78882685189,1.0041,0.0441,2.173,0.075,-11.962,0.065,0.8723,0.8686,1238.002,1238.002,5150,180,972.708,43.201,39.781,0.826,0.075,0.067,0.103,0,,CANDIDATE,CANDIDATE,0.193,220.720142,0.00618,-0.00618,303.8527,0.019,-0.019,0.113,0.331,-0.113,8.186,0.583,-0.583,862.5,86.6,-86.6,2.0,0.28,-0.16,235.0,nan,nan,0.72,0.35,-0.2,12.0,2.35213551076339,0.66737586216546,248.376053825644,1.5730248264163602,55.72752162961232
6382217,17.2146,0.0213,12.808,0.027000000000000003,2.6012,0.0332,0.19,0.15,1.0246,0,nan,nan,0.622,0.015,-0.014,4097.0,71.4,-80.9,4.6160000000000005,0.02,-0.017,0.16,0.121,-0.118,0.639,0.019,-0.02,0.37,-0.7140000000000001,-0.812,-0.985,-1.962,-1.986,8.76,*,7.14,-6.15,386.4,16.6,-16.3,0.254,1.0,57.0,288.643,224.67,178.062,23.5377816544828,35.1014727302992,0.38294937730252704,-3.28460845386914,0.606017281284326,1.09297356838098,296.85655964969,41.75807489438,2.5712,0.0332,-7.529,0.066,-22.59,0.057,0.8736,0.7959,1458.931,1458.931,3758,75,384.653,4.922,4.812,0.64,0.019,0.019,0.235,0,,CONFIRMED,CANDIDATE,0.978,8.41100305,2.326e-05,-2.326e-05,133.79856,0.00234,-0.00234,0.905,0.005,-0.626,2.4553,0.0621,-0.0621,755.6,30.7,-30.7,1.8,0.09,-0.13,472.0,nan,nan,11.71,2.42,-2.45,27.6,2.12570452727301,0.06909230856588999,549.55270375789,1.1105209892304535,43.39041514386782
6382217,17.2146,0.0213,12.808,0.027000000000000003,2.6012,0.0332,0.19,0.15,1.0246,0,nan,nan,0.622,0.015,-0.014,4097.0,71.4,-80.9,4.6160000000000005,0.02,-0.017,0.16,0.121,-0.118,0.639,0.019,-0.02,0.37,-0.7140000000000001,-0.812,-0.985,-1.962,-1.986,8.76,*,7.14,-6.15,386.4,16.6,-16.3,0.254,1.0,57.0,288.643,224.67,178.062,23.5377816544828,35.1014727302992,0.38294937730252704,-3.28460845386914,0.606017281284326,1.09297356838098,296.85655964969,41.75807489438,2.5712,0.0332,-7.529,0.066,-22.59,0.057,0.8736,0.7959,1458.931,1458.931,3758,75,384.653,4.922,4.812,0.64,0.019,0.019,0.235,0,,CONFIRMED,CANDIDATE,1.0,5.79529495,3.623e-05,-3.623e-05,136.77974,0.00546,-0.00546,0.7140000000000001,0.236,-0.493,2.272,0.147,-0.147,334.3,26.0,-26.0,1.05,0.06,-0.07,534.0,nan,nan,19.23,3.97,-4.03,14.8,1.24832343378122,0.053899103258874,622.204905805679,1.1105209892304535,43.39041514386782
6383785,15.3171,0.0201,13.34,0.037000000000000005,0.8904,0.0207,0.06,0.15,0.976,0,nan,nan,1.109,0.042,-0.053,6131.2,109.1,-108.3,4.408,0.023,-0.032,-0.032,0.117,-0.124,1.088,0.034,-0.033,-0.07,-1.145,-1.1,0.18,-0.85,-0.888,1.3,nan,1.59,-0.87,1127.7,35.6,-35.0,0.495,1.0,6.53,147.52700000000004,114.61,92.891,25.5516885198874,36.8889000199355,-7.985929795958429,-25.0517662135518,1.02286000008171,0.55280720110699,297.20149192797,41.7301533786,0.8604,0.0207,-6.193,0.038,-8.248,0.043,0.873,0.7269,1458.931,1458.931,5796,116,1124.922,26.535,25.407,1.123,0.058,0.054000000000000006,0.4370000000000001,0,,CONFIRMED,CANDIDATE,1.0,5.640676975,3.725e-06,-3.725e-06,138.556259,0.000557,-0.000557,0.033,0.369,-0.033,2.8354,0.0263,-0.0263,1453.3,11.4,-11.4,4.59,0.76,-0.69,1125.0,nan,nan,379.36,164.09,-120.04,145.9,4.10544610940562,0.064189754872053,1113.35811764621,1.10637296710656,54.90713747294448
